epoch,train_loss,psnr,ssim,batches
1,0.03128268225285251,23.69624900817871,0.9021391868591309,391
2,0.017366379951996268,27.113645553588867,0.9513140320777893,391
3,0.01644264852932995,27.176353454589844,0.953082263469696,391
4,0.01664064659515534,21.308259963989258,0.8456137776374817,391
5,0.015495810570800319,28.597631454467773,0.9683440327644348,391
6,0.014082401404943308,21.322633743286133,0.8470847606658936,391
7,0.014994475316456365,21.378673553466797,0.8518643379211426,391
8,0.0136163615016624,24.855361938476562,0.9267441630363464,391
9,0.01601516106463683,24.924715042114258,0.9326536059379578,391
10,0.014751266549958293,27.114471435546875,0.9610705375671387,391
11,0.01456784481263679,25.628767013549805,0.9326364994049072,391
12,0.013972141819260538,30.939491271972656,0.978153645992279,391
13,0.013454868100926547,25.733985900878906,0.9348373413085938,391
14,0.01297285485193324,21.406410217285156,0.8570860028266907,391
15,0.013931294485135838,21.844005584716797,0.8631443977355957,391
16,0.013394721908747312,21.449825286865234,0.8562779426574707,391
17,0.013291507105454993,21.81412124633789,0.8603010177612305,391
18,0.014682003234982338,21.529590606689453,0.8614904284477234,391
19,0.013121214027152113,21.4401912689209,0.8544620871543884,391
20,0.013964327488123152,21.827377319335938,0.8662092089653015,391
21,0.012825290728455691,30.569190979003906,0.9793031811714172,391
22,0.013674645239244337,28.351356506347656,0.9650688171386719,391
23,0.012987833018736232,26.66659927368164,0.9633086323738098,391
24,0.013768539652037804,30.991355895996094,0.9810359477996826,391
25,0.013492678425482015,21.069049835205078,0.8529642224311829,391
26,0.013158020920708509,21.664379119873047,0.8670787811279297,391
27,0.013351962980254532,31.463390350341797,0.9804899096488953,391
28,0.013940829965893341,21.822797775268555,0.8664407134056091,391
29,0.013623719360879468,25.369918823242188,0.9354500770568848,391
30,0.013233265202359089,31.615468978881836,0.9818100333213806,391
31,0.013682904581794195,29.406641006469727,0.9750179648399353,391
32,0.013154791877664569,25.88796615600586,0.9339535236358643,391
33,0.012893842991746372,29.901424407958984,0.9735210537910461,391
34,0.012604032039327924,28.953113555908203,0.9753435254096985,391
35,0.01254539315879364,30.880823135375977,0.9779672026634216,391
36,0.011811294663182991,26.005096435546875,0.9391328692436218,391
37,0.011769324744148824,28.622350692749023,0.9665434956550598,391
38,0.012869001038686927,30.533992767333984,0.9768855571746826,391
39,0.012475845239618245,22.332622528076172,0.8753662705421448,391
40,0.012499382027455836,30.702733993530273,0.9779507517814636,391
41,0.0128186713866032,31.813396453857422,0.9808446764945984,391
42,0.012880666047463294,30.803325653076172,0.9793187975883484,391
43,0.012336821938433763,28.824127197265625,0.9677783846855164,391
44,0.012373072539439516,30.912601470947266,0.9815099835395813,391
45,0.012624355952453125,29.31523895263672,0.977889358997345,391
46,0.013245975386703869,29.96880531311035,0.9715648293495178,391
47,0.01322915629231278,30.599653244018555,0.9729629158973694,391
48,0.012534377324725966,31.757179260253906,0.9831387400627136,391
49,0.012292796682180536,25.874652862548828,0.9374821186065674,391
50,0.011859014232540528,32.05848693847656,0.9820551872253418,391
51,0.013941763978227592,22.401714324951172,0.8755677342414856,391
52,0.011963317466690146,30.85287857055664,0.9815964698791504,391
53,0.012276486655616242,22.185890197753906,0.8685407638549805,391
54,0.012460193858789208,26.00470542907715,0.9397668838500977,391
55,0.013490539802776655,25.80697250366211,0.9368872046470642,391
56,0.012541633491139964,22.318077087402344,0.8719728589057922,391
57,0.011933338859349565,21.53325843811035,0.8729090690612793,391
58,0.012537455308320159,25.898365020751953,0.9398908615112305,391
59,0.011969268126675234,26.09625244140625,0.9434320330619812,391
60,0.01179813097893258,22.478933334350586,0.8714306950569153,391
61,0.011963365720989912,22.324363708496094,0.8689603805541992,391
62,0.013248232027749196,30.61577033996582,0.9779084324836731,391
63,0.01343990965208034,22.198545455932617,0.8735072016716003,391
64,0.012263184981396818,32.00608444213867,0.9816035628318787,391
65,0.012277245871089113,30.53919219970703,0.9771332740783691,391
66,0.012062228182354546,28.644582748413086,0.967491626739502,391
67,0.012090634421833679,32.3501091003418,0.9831419587135315,391
68,0.012510858114113283,29.84769630432129,0.9768348336219788,391
69,0.011906452893215182,30.78704071044922,0.9818012118339539,391
70,0.011362808734497718,25.847463607788086,0.9369551539421082,391
71,0.011673459529524187,30.664512634277344,0.9817748069763184,391
72,0.011859809673126892,32.154354095458984,0.983308732509613,391
73,0.013180483592307324,25.843582153320312,0.9382087588310242,391
74,0.012304970213328785,31.40700340270996,0.979452908039093,391
75,0.012121049564598543,31.36087417602539,0.9785699844360352,391
76,0.01247993160379798,26.171138763427734,0.9410222172737122,391
77,0.01160025510572545,22.11991310119629,0.867042601108551,391
78,0.012588724416568685,28.964035034179688,0.9660965800285339,391
79,0.012065022097081136,22.336158752441406,0.8771731853485107,391
80,0.010847612914731701,29.949705123901367,0.9759213924407959,391
81,0.012278950340864831,30.9083194732666,0.9803780913352966,391
82,0.011137211227865741,30.901378631591797,0.9796966910362244,391
83,0.011613459797942881,30.777189254760742,0.9792628288269043,391
